iteration,multi_logloss
1,1.2187096288048442
2,0.9441610704066056
3,0.7619480672635869
4,0.6278578564341594
5,0.5201462262325078
6,0.4372121328225048
7,0.3732260252064405
8,0.3224355051351456
9,0.2810435033198078
10,0.2454865817208922
11,0.21808256992178388
12,0.1941095999502128
13,0.17493735199150362
14,0.15782922914761208
15,0.14370183342635875
16,0.13096540498868753
17,0.11968289986761652
18,0.11081419044809823
19,0.1031546248837331
20,0.09634528621855752
21,0.08962185711577161
22,0.08409413329148276
23,0.07892255803629328
24,0.07456022549137897
25,0.0705340183046321
26,0.06708612699208491
27,0.0639934323660999
28,0.061253817515058026
29,0.058214128671455985
30,0.05589536706854723
31,0.05375095974879536
32,0.05176867150410383
33,0.04999758415295167
34,0.048294973170564
35,0.04649750244635399
36,0.04495321621631155
37,0.04363369299156494
38,0.042346232972728916
39,0.04107833831887445
40,0.039981905802414605
41,0.0390844990246025
42,0.03815482737319864
43,0.03726102499653554
44,0.03648021791076262
45,0.03562161475217295
46,0.03479594768714483
47,0.034235539577965955
48,0.03350036608288888
49,0.03293889013290659
50,0.03234744208357168
51,0.03179595297144646
52,0.031127843443435
53,0.030631525194126402
54,0.03021394898822714
55,0.029811174025871613
56,0.02934989535179042
57,0.028938146060997955
58,0.028431197222631054
59,0.028101068433264834
60,0.027765578264818874
61,0.02744284383450511
62,0.02707235083055255
63,0.026692559933353215
64,0.026347609186869
65,0.026090451252994515
66,0.025834602009273344
67,0.02559883808279698
68,0.025279703655587203
69,0.02501097449893518
70,0.02474458904333142
71,0.024518947586848302
72,0.02420715099308138
73,0.02390057923617544
74,0.023621462280375514
75,0.02338510343183183
76,0.023175119001879557
77,0.023010228060491352
78,0.022905980442463253
79,0.022666192259498126
80,0.022547884660376993
81,0.0224182157074801
82,0.0222539751795219
83,0.022145080756155372
84,0.021923303738251274
85,0.02164901672621981
86,0.021477809545632946
87,0.021443920435118793
88,0.021367328779603675
89,0.021181083084584353
90,0.021134714475219907
91,0.02100944036780224
92,0.02089069824491768
93,0.020841726793395143
94,0.02068165996041917
95,0.020531556264425842
96,0.020442636203729055
97,0.020322044524487198
98,0.020126965801570345
99,0.02005100733172412
100,0.01994312524091635
101,0.019784833389507255
102,0.019719823316961992
103,0.01966667864737407
104,0.019639504111989337
105,0.019480100654589837
106,0.01938244700120116
107,0.019349897438721692
108,0.01934783563834746
109,0.019279842251021
110,0.01921738501136817
111,0.019027063380981993
112,0.01904137547380759
113,0.018932711639080533
114,0.018958345789730168
115,0.018920233822413552
116,0.01881174392149019
117,0.018727503598466606
118,0.018610054196415055
119,0.018519755803949378
120,0.018469357153464414
121,0.018439151269540606
122,0.018402632157535907
123,0.018321786165944806
124,0.01826363176450938
125,0.018213888380894973
126,0.01818238512521139
127,0.018198678127848252
128,0.018088767243889827
129,0.01799656029135854
130,0.017944419433762064
131,0.017877852265628127
132,0.017912723909117103
133,0.01772420969912283
134,0.017682278574896883
135,0.017701061968641404
136,0.01770210500613598
137,0.017699476653983276
138,0.017638894357074726
139,0.017595621424002537
140,0.017582332802981417
141,0.017598482634798737
142,0.01752777955300226
143,0.017524724213064398
144,0.01753656440662184
145,0.017561723698094982
146,0.01750935661194678
147,0.017470605989579654
148,0.017494877034372833
149,0.01747053438711914
150,0.017417941734437194
151,0.017412331489994798
152,0.017403731414280737
153,0.017320100643485308
154,0.017355972338601675
155,0.017319334498259766
156,0.01733167974038619
157,0.01735735300726379
158,0.01728471240853795
159,0.01733352452883489
160,0.017335770251470005
161,0.01733733874937878
162,0.017317759715822424
163,0.017196525201756567
164,0.017160876382029733
165,0.017133039166869594
166,0.017081355201647025
167,0.017040066547108206
168,0.017086383632896718
169,0.017094536282576775
170,0.01697632543613452
171,0.017008131899813914
172,0.016987302849241763
173,0.016999637738233778
174,0.016966814993222574
175,0.016975055441172646
176,0.01697414771375699
177,0.016983091993184672
178,0.016987401219527284
179,0.016935554129845928
180,0.01693485538958754
181,0.016928001907870825
182,0.016887847501685906
183,0.01682475098955634
184,0.016799980090227852
185,0.016788106583328462
186,0.01677817637996083
187,0.01678620213912899
188,0.016750412826235413
189,0.016777996783754065
190,0.016797293559063505
191,0.01682111103787771
192,0.01680099002491978
193,0.01679007957309191
194,0.016776346294358375
195,0.01668969362770374
196,0.016611122651994974
197,0.016526816464049222
198,0.016512882835379005
199,0.01656735242085205
200,0.01657917430188889
201,0.01661706770695022
202,0.016579384227493332
203,0.016575440126461952
204,0.01659701071612126
205,0.01659736988928037
206,0.016578483267842305
207,0.0166009750788154
208,0.01655002186919534
209,0.016537010555421918
210,0.016514213445386623
211,0.016552177222033688
212,0.016578969946122308
213,0.01654380726849157
214,0.01655114759964163
215,0.016559388500070285
216,0.0166128070873844
217,0.016613255706494447
218,0.016644017655293476
219,0.01664197019377177
220,0.016662757043469378
221,0.016672825484768627
222,0.0166570742877895
223,0.016646062763238115
224,0.016672545173369288
225,0.016667747172032246
226,0.01666919174853604
227,0.016652175181424582
228,0.016602497794608352
229,0.016608006838309607
230,0.016611960238317007
231,0.016613608141006517
232,0.016649774288489332
233,0.016681951787261822
234,0.0166432298264981
235,0.016693633385250484
236,0.016711059754885738
237,0.01670221453357194
238,0.01671387039355429
239,0.016695917058085666
240,0.016707238866866918
