iteration,multi_logloss
1,1.4421548491615395
2,1.1776759520157922
3,0.9997864336518281
4,0.8659310539296197
5,0.7617035578021699
6,0.6753259099806989
7,0.6093436526591846
8,0.557006345573042
9,0.5135042212688258
10,0.4758331062311333
11,0.4436036715537509
12,0.4153036023253796
13,0.3904561493111718
14,0.3701131879548909
15,0.3515537737118847
16,0.3350177562374337
17,0.3196526664734664
18,0.3057382069514479
19,0.293986953480253
20,0.2833569994283337
21,0.27353375603987956
22,0.2636163920245044
23,0.2542264864864437
24,0.24629891503968793
25,0.2392038852776181
26,0.23207222630384924
27,0.22538247430440195
28,0.21948955707762385
29,0.21423486672840994
30,0.20964644615141664
31,0.20450909453203572
32,0.19941197995906382
33,0.19487949695691006
34,0.190849437354325
35,0.18650408605362906
36,0.18342517081469553
37,0.17950492910969285
38,0.17630202148329938
39,0.17302926967087065
40,0.16994609792489698
41,0.16641001364827956
42,0.1636415933947852
43,0.16112207532473993
44,0.15834138069421727
45,0.15549827778108588
46,0.15326006452604088
47,0.15108985790034926
48,0.14862148064339514
49,0.1467473005884377
50,0.14493565479340656
51,0.14317913509584768
52,0.14126146347409088
53,0.13916915628678594
54,0.13742385913324265
55,0.1361096770843967
56,0.13415855439914312
57,0.13246017198384213
58,0.1312455007339257
59,0.1298926671079438
60,0.12851001447423538
61,0.126811820336095
62,0.12553740357497828
63,0.1242028387995405
64,0.12323189968650806
65,0.1217313772573329
66,0.12052941384164659
67,0.11965471745296068
68,0.11875736238451443
69,0.11770831110618903
70,0.11653174162079054
71,0.11533749698659049
72,0.11418575442459938
73,0.11318752295462216
74,0.11229308420350545
75,0.1114749574244414
76,0.11075353475781605
77,0.1101452788044982
78,0.10911857602398367
79,0.10821080220489598
80,0.10723618137819282
81,0.10625874049813307
82,0.10535396916046398
83,0.10436525078021648
84,0.10351696403587625
85,0.10295039166285465
86,0.10220631678843334
87,0.10151547608461156
88,0.10078169140426049
89,0.10013788286411884
90,0.09946472358402006
91,0.09890866734250942
92,0.0984299193306928
93,0.09775630169290299
94,0.0971268491518049
95,0.09663364593310883
96,0.09604812059949677
97,0.09542470006238331
98,0.09500007097621163
99,0.09462261520274952
100,0.09392067629447942
101,0.09324983914315102
102,0.09272040472426767
103,0.09228695207648238
104,0.09188531331690485
105,0.09126397302412627
106,0.09076659213826005
107,0.09028564016492024
108,0.08992319479370867
109,0.0896389634310756
110,0.0892533893013651
111,0.08883419257556979
112,0.08828627963325807
113,0.08791479103065696
114,0.08761071221695325
115,0.087070879104853
116,0.08668361238684656
117,0.08611699655451861
118,0.08585968936850696
119,0.0852837888601409
120,0.0848328895648022
121,0.08447420759470944
122,0.08406756820243978
123,0.08386649292931303
124,0.08358563416946485
125,0.08333455736733425
126,0.08271324551550786
127,0.08245980351398904
128,0.08232685582774353
129,0.08221704090737166
130,0.08199238597182527
131,0.08172442085733882
132,0.08144187604735932
133,0.08111347976368916
134,0.08065842473828058
135,0.08032315097203202
136,0.08019362612369584
137,0.08003307995649638
138,0.0798751996568737
139,0.07967006613164662
140,0.07928838919906753
141,0.0791124827956742
142,0.07887195843309261
143,0.07862539991876541
144,0.0783751516365201
145,0.0782895386963043
146,0.07792452788381941
147,0.07779909899590827
148,0.07739931879647145
149,0.077059407390195
150,0.07678155758746934
151,0.0765660318638482
152,0.07638894937003686
153,0.07614530141696398
154,0.0759110032668831
155,0.07588097856288327
156,0.07575200119838947
157,0.07561351342730993
158,0.07548622856111982
159,0.07528692714295698
160,0.07512421717325368
161,0.07501512092536958
162,0.07491448937345993
163,0.07472074818926475
164,0.07460488152532278
165,0.07440502034559374
166,0.07431006259100902
167,0.07430692218231438
168,0.07415270800705946
169,0.07392041372699876
170,0.07373412466309187
171,0.07368514032960673
172,0.07342092632989576
173,0.07325829360811648
174,0.07314859428129432
175,0.07297826388605032
176,0.07290135024025926
177,0.07274771647087289
178,0.07265615885415844
179,0.07259917423624042
180,0.07248175555556315
181,0.07226399837643062
182,0.0720365775409879
183,0.07180422251237766
184,0.0716015343829536
185,0.07138128466692735
186,0.07123613667070552
187,0.0710126237623483
188,0.07104385722177917
189,0.07098357013023965
190,0.07081327828000233
191,0.0707370902293297
192,0.07065867409784066
193,0.07058499866638177
194,0.0704049105155705
195,0.07027936789026751
196,0.07022563507197903
197,0.07015057789834513
198,0.07014700779857973
199,0.07005167827461664
200,0.0699157657001224
201,0.06989608960826998
202,0.06973947597478611
203,0.06970118191406338
204,0.06967806689124498
205,0.06950911159554252
206,0.06956179422120613
207,0.06961566868676797
208,0.06951376683731166
209,0.0693944284366446
210,0.0693476120808301
211,0.06913553522492255
212,0.06910237657420333
213,0.06898786996918976
214,0.06898835780503548
215,0.06907413053674633
216,0.06891886181610492
217,0.0688959098832379
218,0.06893115855268057
219,0.0688985625195254
220,0.06886969474131702
221,0.06881558876883649
222,0.06863870599493259
223,0.06856367396427125
224,0.06853643619492683
225,0.06847385730314813
226,0.06839902156034317
227,0.06841212504941555
228,0.06827948912790317
229,0.06817369785991256
230,0.06813747550392514
231,0.06811350665717596
232,0.06815078239645529
233,0.0680916911202062
234,0.06808838115595946
235,0.06810034605587056
236,0.06813664873914513
237,0.06809833062302184
238,0.06809347980485426
239,0.06797554492109208
240,0.06794206326444581
